packet_count,total_bytes,duration_seconds,avg_packet_size,min_packet_size,max_packet_size,packet_size_std,avg_inter_arrival_time,inter_arrival_time_std,packets_per_second,bytes_per_second,forward_packet_count,reverse_packet_count,forward_reverse_ratio,burst_count,avg_burst_size,esp_packet_count,ike_packet_count,ah_packet_count,tcp_packet_count,udp_packet_count,unique_endpoints_count,unique_spi_count,label,is_anomaly
30,3110.58937303516,418.29095531835014,103.68631243450534,78.0,120.0,8.0,13.943031843945004,0.2,0.07172041283361673,7.43642513299809,15,15,1.0,15,2.0,0,30,0,0,30,1,1,Tunnel keep-alive,0
1113,253749.10546356172,21.9208080514175,227.98661766717134,194.94739247711934,252.47200385638254,15.682688320213037,0.02142149876273536,0.0019489963499872004,50.77367574175845,11575.718598893218,555,558,0.9946236559139785,4,278.25,1113,0,0,0,1113,1,2,VoIP,0
10719,14084325.444003288,81.45961889519361,1313.958899524516,80.0,1420.0,285.24629050032075,0.007599553959809088,0.016557233747966475,131.58667012413994,172899.47626841045,1466,9253,0.15843510212903922,36,297.75,10719,0,0,10719,0,2,2,Video streaming,0
2897,2702507.790756193,37.44289661582991,932.8642701954411,60.0,1420.0,496.8339287412514,0.012924714054480466,0.17168553823986377,77.37115078792333,72176.78211395752,1262,1635,0.7718654434250765,34,85.20588235294117,2897,0,0,2897,0,4,2,Web browsing,0
18609,26628232.260635514,41.50705669252081,1430.9330034196096,70.0,1420.0,186.4167565071903,0.0022304829218400134,0.0030716674141739978,448.333403590941,641535.063733721,16746,1863,8.988727858293077,8,2326.125,18609,0,0,18609,0,1,2,File transfer,0
54,9142.239020135941,140.65418243207253,169.30072259511002,70.0,350.0,21.74415087017735,2.6047070820754175,2.9863762769933526,0.38392032903876666,64.9979891252156,26,28,0.9285714285714286,7,7.714285714285714,54,0,0,0,54,2,2,Messaging,0
15,1260.0,7.0,84.0,84.0,84.0,0.0,0.5060612936309908,0.005,2.142857142857143,180.0,7,7,1.0,15,1.0,0,0,0,0,0,1,0,ICMP/ping,0
36,2612.077346250144,580.3547876281965,72.557704062504,78.0,120.0,8.0,16.120966323005458,0.2,0.062031020967579835,4.500828462060638,18,18,1.0,18,2.0,0,36,0,0,36,1,1,Tunnel keep-alive,0
1192,221422.59947220198,23.415346256006128,185.7572143223171,160.38771718451397,215.46281180784342,10.590303006410739,0.01820930800531174,0.002578765867237889,50.90678510441619,9456.302591101177,596,596,1.0,3,397.3333333333333,1192,0,0,0,1192,1,2,VoIP,0
2895,3852692.0667888983,17.745774393449828,1330.8090040721584,80.0,1420.0,253.7970171944246,0.0061298011721761065,0.027791455434881714,163.13742842738822,217104.75865234554,374,2521,0.14835382784609283,40,72.375,2895,0,0,2895,0,2,2,Video streaming,0
884,610292.2917061053,51.67683872085709,690.3758955951417,60.0,1420.0,370.49319971630433,0.058457962353910736,0.22722774922752964,17.106309555333,11809.78377959075,338,546,0.6190476190476191,17,52.0,884,0,0,884,0,4,2,Web browsing,0
21190,29871626.063420944,47.780277080164886,1409.7039199349194,70.0,1420.0,108.15941804002404,0.0022548502633395417,0.001046663764965881,443.4884285925718,625187.376232726,19342,1848,10.466450216450216,8,2648.75,21190,0,0,21190,0,1,2,File transfer,0
283,29461.001702928726,129.33436913380956,104.10247951564921,70.0,350.0,51.83170677744404,0.4570119050664649,2.7250133545439157,2.1881268057000973,227.78942596803734,132,151,0.8741721854304636,14,20.214285714285715,283,0,0,0,283,2,2,Messaging,0
107,10486.0,53.0,98.0,98.0,98.0,0.0,0.5188954765612658,0.005,2.018867924528302,197.8490566037736,53,53,1.0,107,1.0,0,0,0,0,0,1,0,ICMP/ping,0
56,4773.549348836018,311.4229297915285,85.24195265778603,78.0,120.0,8.0,5.561123746277294,0.2,0.17981977125925602,15.328188428615416,28,28,1.0,28,2.0,0,56,0,0,56,1,1,Tunnel keep-alive,0
774,156539.56944670275,15.961840888310531,202.24750574509397,177.2424785347767,223.02420043368244,9.548982720098342,0.020422722104213965,0.003148329708786622,48.4906475021205,9807.112509268445,386,388,0.9948453608247423,1,774.0,774,0,0,0,774,1,2,VoIP,0
4124,5263001.386815067,39.86972074017161,1276.1885031074364,80.0,1420.0,326.3034612517972,0.00966773053835393,0.023606602379641115,103.43689204335895,132004.97242289974,582,3542,0.16431394692264256,49,84.16326530612245,4124,0,0,4124,0,2,2,Video streaming,0
2970,2620262.704730617,12.609420082979074,882.2433349261336,60.0,1420.0,369.91181333644545,0.004245595987535042,0.29238421677853976,235.5381913248396,207801.9994168962,1209,1761,0.686541737649063,26,114.23076923076923,2970,0,0,2970,0,4,2,Web browsing,0
23136,33264696.80375961,45.89388113003151,1437.789453827784,70.0,1420.0,125.08605273466611,0.0019836566878471433,0.0026590030689823303,504.1194911027155,724817.6877765136,19852,3284,6.045066991473813,19,1217.6842105263158,23136,0,0,23136,0,1,2,File transfer,0
148,19114.416083662807,39.46003441204378,129.1514600247487,70.0,350.0,26.257481706843443,0.26662185413543094,1.1256072454114883,3.7506302821375197,484.39937695109575,75,73,1.0273972602739727,11,13.454545454545455,148,0,0,0,148,2,2,Messaging,0
126,10584.0,63.0,84.0,84.0,84.0,0.0,0.5212215619701264,0.005,2.0,168.0,63,63,1.0,126,1.0,0,0,0,0,0,1,0,ICMP/ping,0
8,818.5972208440918,193.77473433062502,102.32465260551147,78.0,120.0,8.0,24.221841791328128,0.2,0.04128505208708029,4.2244786126109375,4,4,1.0,4,2.0,0,8,0,0,8,1,1,Tunnel keep-alive,0
1879,366234.3973267725,37.23864644764249,194.90920560232703,173.0732242860582,216.79234536769823,9.671199640869414,0.01755418719043423,0.0049180421144860344,50.458332384391916,9834.793481060002,938,941,0.9968119022316685,5,375.8,1879,0,0,0,1879,1,2,VoIP,0
13838,20051939.68223901,48.093475319834084,1449.0489725566563,80.0,1420.0,207.20883862955506,0.0034754643243123345,0.07644020121139701,287.7313379408269,416936.7996155073,2610,11228,0.2324545778411115,45,307.5111111111111,13838,0,0,13838,0,2,2,Video streaming,0
2909,2211396.2161456337,56.338996944371566,760.1912052752265,60.0,1420.0,425.1559825872889,0.019367135422609684,0.18484436210001565,51.63386211636517,39251.60787525449,1171,1738,0.6737629459148446,23,126.47826086956522,2909,0,0,2909,0,4,2,Web browsing,0
21223,30246448.138291318,94.95024441046814,1425.1730734717673,70.0,1420.0,167.7168342382982,0.004473931320287808,0.0061603033750474,223.51706550910353,318550.50322499947,18312,2911,6.290621779457231,17,1248.4117647058824,21223,0,0,21223,0,1,2,File transfer,0
198,30350.430054253633,149.5087108764724,153.28500027400824,70.0,350.0,45.03758680406291,0.7550944993761233,2.5510671094281703,1.3243375508975677,203.00108185221308,104,94,1.1063829787234043,13,15.23076923076923,198,0,0,0,198,2,2,Messaging,0
53,4452.0,26.0,84.0,84.0,84.0,0.0,0.4951356723394764,0.005,2.0384615384615383,171.23076923076923,26,26,1.0,53,1.0,0,0,0,0,0,1,0,ICMP/ping,0
13,1222.9877739671435,268.1141753214051,94.0759826128572,78.0,120.0,8.0,20.62416733241578,0.2,0.048486805982623234,4.561443916574244,6,7,1.0,6,2.0,0,13,0,0,13,1,1,Tunnel keep-alive,0
1169,223465.48898698323,22.903271935735823,191.15952864583682,168.7962320934037,225.09427195311983,14.43414270169826,0.022548806291063074,0.004509888054108212,51.04074226949282,9756.924233969885,582,587,0.9914821124361158,9,129.88888888888889,1169,0,0,0,1169,1,2,VoIP,0
12540,13827345.310142744,116.43386066722722,1102.6591156413672,80.0,1420.0,285.27804256249374,0.00928499686341525,0.05031472026806593,107.70062873582658,118757.08003586574,2171,10369,0.20937409586266756,50,250.8,12540,0,0,12540,0,2,2,Video streaming,0
1077,1062727.553602598,18.750904706885756,986.7479606337956,60.0,1420.0,437.08160185158647,0.017410310777052698,0.2667791518024305,57.43722859433557,56676.06817991776,413,664,0.6219879518072289,19,56.68421052631579,1077,0,0,1077,0,4,2,Web browsing,0
5440,7420821.212160503,71.18603019102213,1364.1215463530336,70.0,1420.0,137.7728886176295,0.013085667314526126,0.005808947261775071,76.41948828165002,104245.47052627195,4894,546,8.963369963369964,13,418.46153846153845,5440,0,0,5440,0,1,2,File transfer,0
206,32911.55904553435,26.997430817516776,159.76484973560363,70.0,350.0,22.139411869894758,0.13105548940542125,2.896353742207996,7.630355695414572,1219.0626311071164,117,89,1.3146067415730338,11,18.727272727272727,206,0,0,0,206,2,2,Messaging,0
37,3626.0,18.0,98.0,98.0,98.0,0.0,0.4979979510426893,0.005,2.0555555555555554,201.44444444444446,18,18,1.0,37,1.0,0,0,0,0,0,1,0,ICMP/ping,0
52,5836.854918960524,104.97358204544021,112.24720998001007,78.0,120.0,8.0,2.018722731643081,0.2,0.4953627282861569,55.603084178206934,26,26,1.0,26,2.0,0,52,0,0,52,1,1,Tunnel keep-alive,0
1292,281751.4062240688,25.633210771698064,218.07384382667863,183.02635323792504,253.9054247011956,16.84427214191831,0.016410018592359434,0.0013648244121947616,50.40336193179954,10991.65487825481,650,642,1.0124610591900312,7,184.57142857142858,1292,0,0,0,1292,1,2,VoIP,0
7541,10240750.23277626,70.4481770556109,1358.00957867342,80.0,1420.0,252.6372518828118,0.009342020561677615,0.018194691149932413,107.04322404321734,145365.72358277405,861,6680,0.12889221556886227,24,314.2083333333333,7541,0,0,7541,0,2,2,Video streaming,0
1053,844877.8292733898,39.00199348239436,802.3531142197434,60.0,1420.0,365.1684014184185,0.03703893018271069,0.07102670152874936,26.99861996734418,21662.42681043395,426,627,0.6794258373205742,17,61.94117647058823,1053,0,0,1053,0,4,2,Web browsing,0
21065,28280823.801707886,23.194433952282296,1342.5503822315636,70.0,1420.0,158.13054172267823,0.0011010887231085828,0.008768246697901036,908.1920275932079,1219293.55378492,19759,1306,15.129402756508423,5,4213.0,21065,0,0,21065,0,1,2,File transfer,0
236,33506.15318403993,110.62108559961834,141.97522535610142,70.0,350.0,34.00872986801254,0.4687334135577048,2.2704529889579996,2.133408822746305,302.8911983861017,117,119,0.9831932773109243,14,16.857142857142858,236,0,0,0,236,2,2,Messaging,0
191,16044.0,95.0,84.0,84.0,84.0,0.0,0.5085765962320202,0.005,2.0105263157894737,168.8842105263158,95,95,1.0,191,1.0,0,0,0,0,0,1,0,ICMP/ping,0
44,3977.6270468160924,294.6039960236665,90.40061470036574,78.0,120.0,8.0,6.695545364174239,0.2,0.14935303184572327,13.501605886216684,22,22,1.0,22,2.0,0,44,0,0,44,1,1,Tunnel keep-alive,0
372,70592.52828574955,6.951353644767419,189.7648609831977,167.38850265783628,212.1153859187398,14.738154531740953,0.019855413543392562,0.003984179517061693,53.51475683876626,10155.220392058109,189,183,1.0327868852459017,1,372.0,372,0,0,0,372,1,2,VoIP,0
8576,11131025.36992049,105.54590410084063,1297.9273985448333,80.0,1420.0,211.06948471030984,0.01230712501175847,0.04876979990809246,81.25374521219052,105461.46214528315,1688,6888,0.2450638792102207,32,268.0,8576,0,0,8576,0,2,2,Video streaming,0
2194,1802395.327277831,39.61692509743944,821.5110880938154,60.0,1420.0,454.36230334769255,0.018056939424539398,0.1636352661919433,55.38037075325174,45495.58863654275,864,1330,0.649624060150376,29,75.65517241379311,2194,0,0,2194,0,4,2,Web browsing,0
5330,7758849.489021506,91.10422094418901,1455.6940879965302,70.0,1420.0,127.73811829811326,0.017092724379772797,0.002693090437513852,58.50442432590681,85164.54461286293,4777,553,8.638336347197107,14,380.7142857142857,5330,0,0,5330,0,1,2,File transfer,0
197,23599.13094462588,55.20944724392062,119.79254286612121,70.0,350.0,34.41380380821073,0.28025100123817576,1.1498746571356566,3.568229892424663,427.4473323444565,96,101,0.9504950495049505,3,65.66666666666667,197,0,0,0,197,2,2,Messaging,0
170,14280.0,85.0,84.0,84.0,84.0,0.0,0.5057134751032679,0.005,2.0,168.0,85,85,1.0,170,1.0,0,0,0,0,0,1,0,ICMP/ping,0
34,3457.9780988044913,131.91996762082482,101.7052382001321,78.0,120.0,8.0,3.879999047671318,0.2,0.257732022022061,26.212696691555408,17,17,1.0,17,2.0,0,34,0,0,34,1,1,Tunnel keep-alive,0
1770,318947.80835360195,35.72253724292317,180.19650189469036,141.5419322276101,217.51777968469852,5.678280051592841,0.025494376297563064,0.001105467897989008,49.54855216368056,8928.475773841828,880,890,0.9887640449438202,6,295.0,1770,0,0,0,1770,1,2,VoIP,0
12328,15172527.368456293,62.84070900529901,1230.737132418583,80.0,1420.0,324.3746331059772,0.0050973969017925865,0.04983570284160234,196.17856315020964,241444.24225348694,1311,11017,0.11899791231732777,55,224.14545454545456,12328,0,0,12328,0,2,2,Video streaming,0
610,605328.6298632924,20.037388956188842,992.3420161693319,60.0,1420.0,358.45632449763906,0.03284817861670302,0.2661805940637633,30.443088235385705,30209.95555792352,257,353,0.7280453257790368,38,16.05263157894737,610,0,0,610,0,4,2,Web browsing,0
11860,17024875.816299878,99.69731533665149,1435.4869996880168,70.0,1420.0,194.47657298824282,0.008406181731589501,0.008646826516096703,118.96007389920094,170765.6395642287,10374,1486,6.981157469717362,18,658.8888888888889,11860,0,0,11860,0,1,2,File transfer,0
20,2956.229240548974,172.1886746339828,147.8114620274487,70.0,350.0,44.246985378035205,8.60943373169914,1.0716070137586569,0.11615165772379342,17.168546345065707,10,10,1.0,4,5.0,20,0,0,0,20,2,2,Messaging,0
101,8484.0,50.0,84.0,84.0,84.0,0.0,0.503323140119796,0.005,2.02,169.68,50,50,1.0,101,1.0,0,0,0,0,0,1,0,ICMP/ping,0
39,3296.090250742944,317.15377626606767,84.51513463443446,78.0,120.0,8.0,8.13214810938635,0.2,0.12296873920013487,10.392719549326058,19,20,1.0,19,2.0,0,39,0,0,39,1,1,Tunnel keep-alive,0
970,196473.10573730135,19.420163501111993,202.54959354360963,171.3308341129019,240.08266559677654,11.052242993185956,0.023459735559285367,0.0015360609138025628,49.94808617056484,10116.964552129097,486,484,1.0041322314049588,5,194.0,970,0,0,0,970,1,2,VoIP,0
7996,10364807.674350422,80.32974926716666,1296.2490838357205,80.0,1420.0,291.2131774312828,0.010046241779285476,0.05456510251355979,99.53971066692002,129028.25875726777,1243,6753,0.18406634088553236,48,166.58333333333334,7996,0,0,7996,0,2,2,Video streaming,0
1431,1181932.629075294,35.10954687945113,825.9487275159286,60.0,1420.0,417.63656711241566,0.024534973360902258,0.27761781960081827,40.758144926032465,33664.13793756632,493,938,0.5255863539445629,17,84.17647058823529,1431,0,0,1431,0,4,2,Web browsing,0
12320,16495229.850414334,95.45685612918778,1338.8985268193453,70.0,1420.0,145.91357562382615,0.00774812143905745,0.009820293177569293,129.06354241676016,172802.98680788628,11078,1242,8.919484702093397,17,724.7058823529412,12320,0,0,12320,0,1,2,File transfer,0
145,20098.639591499756,117.67814523384338,138.61130752758453,70.0,350.0,29.605824751127724,0.8115734154058164,0.6896583202716597,1.232174417024199,170.79330704576344,61,84,0.7261904761904762,9,16.11111111111111,145,0,0,0,145,2,2,Messaging,0
89,7476.0,44.0,84.0,84.0,84.0,0.0,0.5161179276571843,0.005,2.022727272727273,169.9090909090909,44,44,1.0,89,1.0,0,0,0,0,0,1,0,ICMP/ping,0
9,754.8340006693212,158.2152455755382,83.87044451881347,78.0,120.0,8.0,17.579471730615357,0.2,0.05688453073697657,4.770930879154333,4,5,1.0,4,2.0,0,9,0,0,9,1,1,Tunnel keep-alive,0
1919,385057.9813008058,38.29166121435753,200.6555400212641,161.193333035862,232.6942479320833,8.357735988594808,0.02322104603629626,0.0042871625473777965,50.115349899744416,10055.92259748782,955,964,0.9906639004149378,6,319.8333333333333,1919,0,0,0,1919,1,2,VoIP,0
14716,16310205.75376386,70.35868401281495,1108.3314592120046,80.0,1420.0,334.1325894343888,0.004781101115304087,0.019012387880975076,209.15683979137054,231815.10545014119,1957,12759,0.1533819264832667,41,358.9268292682927,14716,0,0,14716,0,2,2,Video streaming,0
2941,2592647.2262293347,48.96757193999734,881.5529500949795,60.0,1420.0,444.1850584236362,0.016649973458006576,0.07043975798721798,60.0601558027784,52946.2075311034,1267,1674,0.7568697729988052,38,77.39473684210526,2941,0,0,2941,0,4,2,Web browsing,0
22527,31887883.725559674,15.497016386937737,1415.5406279380154,70.0,1420.0,174.82596903836583,0.0006879307669435671,0.002660689174207396,1453.6346505374904,2057678.906014297,19619,2908,6.74656121045392,19,1185.6315789473683,22527,0,0,22527,0,1,2,File transfer,0
75,9336.818020245839,92.36890748247363,124.4909069366112,70.0,350.0,44.73019086121184,1.2315854330996485,1.422284098924431,0.8119615360204486,101.08182801682955,36,39,0.9230769230769231,12,6.25,75,0,0,0,75,2,2,Messaging,0
23,1932.0,11.0,84.0,84.0,84.0,0.0,0.5085140209237883,0.005,2.090909090909091,175.63636363636363,11,11,1.0,23,1.0,0,0,0,0,0,1,0,ICMP/ping,0
52,4270.273360185799,515.9979632221596,82.12064154203459,78.0,120.0,8.0,9.923037754272299,0.2,0.10077559158428642,8.275756232679663,26,26,1.0,26,2.0,0,52,0,0,52,1,1,Tunnel keep-alive,0
562,111321.65470381714,11.272113485265315,198.08123612778851,167.42889079868806,222.9306462004831,9.038648464240715,0.017133378678198724,0.0025091366524184907,49.85755339800609,9875.845807384268,285,277,1.0288808664259927,7,80.28571428571429,562,0,0,0,562,1,2,VoIP,0
2976,3827199.3164068214,102.47809844657242,1286.0212756743351,80.0,1420.0,234.9824617324702,0.03443484490812245,0.03400488049947822,29.040351500584837,37346.5098828132,438,2538,0.17257683215130024,24,124.0,2976,0,0,2976,0,2,2,Video streaming,0
166,118689.82734423513,40.68525621603668,714.9989599050309,60.0,1420.0,421.9373152631375,0.2450919049158836,0.19604987117854233,4.080102116564003,2917.2687696495773,68,98,0.6938775510204082,22,7.545454545454546,166,0,0,166,0,4,2,Web browsing,0
9943,13221932.534907699,62.78818911946832,1329.7729593591168,70.0,1420.0,133.7446833871918,0.006314813348030607,0.009096826574305113,158.35780804382267,210579.93104005704,9055,888,10.197072072072071,15,662.8666666666667,9943,0,0,9943,0,1,2,File transfer,0
248,41338.22826785546,168.72761003917867,166.6864043058688,70.0,350.0,20.301374525362988,0.6803532662870108,1.0633319942813206,1.4698246478001686,244.99978550195013,117,131,0.8931297709923665,6,41.333333333333336,248,0,0,0,248,2,2,Messaging,0
103,8652.0,51.0,84.0,84.0,84.0,0.0,0.5017396632916957,0.005,2.019607843137255,169.64705882352942,51,51,1.0,103,1.0,0,0,0,0,0,1,0,ICMP/ping,0
16,1617.2595115587885,527.3738479827493,101.07871947242428,78.0,120.0,8.0,32.960865498921834,0.2,0.030339009151101038,3.066628195055455,8,8,1.0,8,2.0,0,16,0,0,16,1,1,Tunnel keep-alive,0
845,191753.71075539885,17.37506716294514,226.92746834958444,190.51023888651739,261.29661376631555,13.025550980673659,0.019776477060406483,0.002906477936505648,48.63290553501201,11036.142131544766,421,424,0.9929245283018868,6,140.83333333333334,845,0,0,0,845,1,2,VoIP,0
14721,19172344.635696813,45.6047160044668,1302.3805879829367,80.0,1420.0,236.36145986226205,0.0030979360100853747,0.01803857773174425,322.79556347984135,420402.6757631592,2370,12351,0.1918872965751761,52,283.09615384615387,14721,0,0,14721,0,2,2,Video streaming,0
1928,946812.6871858034,32.83571759976408,491.0854186648358,60.0,1420.0,489.8021513385401,0.017030973858798797,0.1301605480398786,58.71654834837087,28834.84072821378,750,1178,0.6366723259762309,13,148.30769230769232,1928,0,0,1928,0,4,2,Web browsing,0
